,Unnamed: 0,pharma_company,brand_name_en,generic_name_en,substance_name_en,atc_code_raw,anatomical_desc,therapeutic_desc,pharmacological_desc,subpharmacological_desc,chemical_desc,preprocessed_index
36163,36163,rotexmedica gmbh arzneimittelwerk,dopram   injection parenteral 20 mg/1ml 5 mg,doxapram hydrochloride injection parenteral 20 mg/1ml 5 ml,doxapram hydrochloride,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36163
36164,36164,farabi pharmaceutical,levofloxacin   tablet oral 500 mg,levofloxacin tablet oral 500 mg,levofloxacin,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36164
36165,36165,samisaz,allexafen   tablet oral 120 mg,fexofenadine hydrochloride tablet oral 120 mg,fexofenadine hydrochloride,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36165
36166,36166,pursina pharmaceutical co.,alprazolam   tablet oral 1 mg,alprazolam tablet oral 1 mg,alprazolam,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36166
36167,36167,l molteni & c dei fratelli alitti societa di esercizio spa,"ropivacaina molteni   injection, solution parenteral 10 mg/1ml 10 mg","ropivacaine hydrochloride injection, solution parenteral 10 mg/1ml 10 ml",ropivacaine hydrochloride,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36167
36168,36168,aburaihan pharmaceutical co,dexamethasone   tablet oral 4 mg,dexamethasone tablet oral 4 mg,dexamethasone,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36168
36169,36169,aburaihan pharmaceutical co,aprend   capsule oral 125 mg,aprepitant capsule oral 125 mg,aprepitant,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36169
36170,36170,sina darou laboratories,"glaupin   solution, drops ophthalmic 2 % 10 ml","pilocarpine hydrochloride solution, drops ophthalmic 2 % 10 ml",pilocarpine hydrochloride,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36170
36171,36171,nano fanavaran darouei alvand (nanoalvand),dasamed   tablet oral 50 mg,dasatinib tablet oral 50 mg,dasatinib,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36171
36172,36172,,gemox® 320mg tab   tablet oral 320 mg,gemifloxacin tablet oral 320 mg,gemifloxacin,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36172
36173,36173,darou pakhsh,magnesium sulfate   injection parenteral 20 % 50 ml,magnesium sulfate injection parenteral 20 % 50 ml,magnesium sulfate,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36173
36174,36174,aburaihan pharmaceutical co,indomethacin   suppository rectal 50 mg,indomethacin suppository rectal 50 mg,indomethacin,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36174
36175,36175,nano fanavaran darouei alvand (nanoalvand),dasamed   tablet oral 100 mg,dasatinib tablet oral 100 mg,dasatinib,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36175
36176,36176,iran najo,mesalazine-najo   suppository rectal 500 mg,mesalazine suppository rectal 500 mg,mesalazine,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36176
36177,36177,aburaihan pharmaceutical co,tenviral   tablet oral 300 mg,tenofovir disoproxil fumarate tablet oral 300 mg,tenofovir disoproxil fumarate,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36177
36178,36178,ronak pharmaceutical,ronulin n   injection parenteral 100 [iu]/1ml 10 ml,insulin isophane injection parenteral 100 [iu]/1ml 10 ml,insulin isophane,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36178
36179,36179,aryapharmaceutical,atorvastatin   tablet oral 20 mg,atorvastatin (as calcium) tablet oral 20 mg,atorvastatin (as calcium),j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36179
36180,36180,samen pharmaceutical co,lidocaine   injection parenteral 2 % 5 ml,lidocaine hydrochloride injection parenteral 2 % 5 ml,lidocaine hydrochloride,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36180
36181,36181,kishmedipharm,seveloger carbonate   tablet oral 800 mg,sevelamer carbonate tablet oral 800 mg,sevelamer carbonate,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36181
36182,36182,zagros darou parsian,atorvastatin   tablet oral 20 mg,atorvastatin (as calcium) tablet oral 20 mg,atorvastatin (as calcium),j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36182
36183,36183,alborzdarou,lactulose   syrup oral 10 g/15ml 240 ml,lactulose syrup oral 10 g/15ml 240 ml,lactulose,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36183
36184,36184,tehran chemie pharmaceutical co.,"divapox   tablet, delayed release oral 500 mg","valproate semisodium tablet, delayed release oral 500 mg",valproate semisodium,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36184
36185,36185,rouzdarou,sertraline   tablet oral 50 mg,sertraline (as hydrochloride) tablet oral 50 mg,sertraline (as hydrochloride),j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36185
36186,36186,farabi pharmaceutical,"erythromycin   powder, for suspension oral 200 mg/5ml 100 ml","erythromycin powder, for suspension oral 200 mg/5ml 100 ml",erythromycin,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36186
36187,36187,alborzdarou,piracetam   tablet oral 800 mg,piracetam tablet oral 800 mg,piracetam,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36187
36188,36188,sina darou laboratories,visocrom   solution ophthalmic 20 mg/1ml 5 ml,cromolyn sodium solution ophthalmic 20 mg/1ml 5 ml,cromolyn sodium,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36188
36189,36189,darou pakhsh,"barex   powder, for suspension oral 135 g  g","barium sulfate powder, for suspension oral 135 g",barium sulfate,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36189
36190,36190,roche pharma ag,"cellcept   powder, for suspension oral 1 g/5ml 110 g","mycophenolate mofetil powder, for suspension oral 1 g/5ml 110 g",mycophenolate mofetil,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36190
36191,36191,nano fanavaran darouei alvand (nanoalvand),suprotac   capsule oral 0.5 mg,tacrolimus capsule oral 0.5 mg,tacrolimus,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36191
36192,36192,aburaihan pharmaceutical co,femica   tablet oral 2 mg/0.03 mg,dienogest / ethinylestradiol tablet oral 2 mg/0.03 mg,dienogest / ethinylestradiol,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36192
36193,36193,zahravi pharmaceutical,lipastin   tablet oral 20 mg,atorvastatin (as calcium) tablet oral 20 mg,atorvastatin (as calcium),j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36193
36194,36194,emad darman pars,promethazine   syrup oral 5 mg/5ml 60 ml,promethazine syrup oral 5 mg/5ml 60 ml,promethazine,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36194
36195,36195,pursina pharmaceutical co.,rosuvastatin   tablet oral 40 mg,rosuvastatin (as calcium) tablet oral 40 mg,rosuvastatin (as calcium),j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36195
36196,36196,razak labratories,fenofibrate   capsule oral 200 mg,fenofibrate capsule oral 200 mg,fenofibrate,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36196
36197,36197,tehran chemie pharmaceutical co.,loratadine   tablet oral 10 mg,loratadine tablet oral 10 mg,loratadine,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36197
36198,36198,darou pakhsh,rivastigmine   capsule oral 1.5 mg,rivastigmine (as hydrogen tartrate) capsule oral 1.5 mg,rivastigmine (as hydrogen tartrate),j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36198
36199,36199,pars darou,metronidazole   gel topical 0.75 % 30 g,metronidazole gel topical 0.75 % 30 g,metronidazole,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36199
36200,36200,daana pharma,"acetagel-c   capsule, liquid filled oral 300 mg/20 mg","acetaminophen / codeine phosphate capsule, liquid filled oral 300 mg/20 mg",acetaminophen / codeine phosphate,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36200
36201,36201,aburaihan pharmaceutical co,elijaid   tablet oral 360 mg,deferasirox tablet oral 360 mg,deferasirox,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36201
36202,36202,raha pharmaceutical isfahan company,"ipranose   spray, metered nasal 42 ug/1{puff}  ml","ipratropium bromide spray, metered nasal 42 ug/1{puff}",ipratropium bromide,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36202
36203,36203,aburaihan pharmaceutical co,vitamin a+d   ointment topical 850 [iu]/85 [iu]/1g 30 g,vitamin a / vitamin d ointment topical 850 [iu]/85 [iu]/1g 30 g,vitamin a / vitamin d,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36203
36204,36204,samisaz,delaypox   tablet oral 30 mg,dapoxetine (as hydrochloride) tablet oral 30 mg,dapoxetine (as hydrochloride),j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36204
36205,36205,darou pakhsh,azithromycin darou pakhsh   tablet oral 500 mg,azithromycin tablet oral 500 mg,azithromycin,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36205
36206,36206,samisaz,depraxin   tablet oral 75 mg,venlafaxine tablet oral 75 mg,venlafaxine,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36206
36207,36207,tehran chemie pharmaceutical co.,lexiram   tablet oral 10 mg,escitalopram (as oxalate) tablet oral 10 mg,escitalopram (as oxalate),j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36207
36208,36208,razak labratories,propranolol   tablet oral 20 mg,propranolol hydrochloride tablet oral 20 mg,propranolol hydrochloride,j05ab14,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,valganciclovir,36208
